id_convocatoria,cui
1034503,2571825
1034523,2605493
1034527,2611144
1034542,2620959
1034544,2567825
1034550,2245014
1034615,2554851
1034623,2480499
1034664,2489330
1034693,2617009
1034703,2526328
1034712,2456277
1034736,2613800
1034738,2428898
1034761,2576785
1034768,2625779
1034770,2647772
1034771,2476188
1034799,2603945
1034801,2531363
1034808,2531363
1034809,2488274
1034824,2564930
1034831,2332530
1034853,2485866
1034872,2618328
1034882,2611334
1034905,2585611
1034943,2636478
1034969,2541175
1034988,2513381
1035027,2520451
1035046,2183634
1035049,2610515
1035094,2516343
1035099,2478727
1035106,2624547
1035137,2634434
1035139,2331578
1035146,2338934
1035164,2542594
1035167,2215017
1035179,2622700
1035182,2331208
1035186,2215017
1035190,2585774
1035249,2550708
1035279,2562458
1035286,2650150
1035334,2468844
1035351,2359966
1035354,2454391
1035358,2593667
1035361,2530020
1035379,2522846
1035387,2643179
1035417,2465081
1035494,2630736
1035498,2474637
1035501,2494801
1035531,2570268
1035532,2404239
1035533,2539185
1035534,2570438
1035551,2526206
1035561,2551745
1035566,2133309
1035584,2471246
1035615,2534909
1035617,2293866
1035627,2519707
1035663,2532478
1035766,2056427
1035770,2513904
1035773,2453082
1035805,2489951
1035845,2516185
1035866,2493231
1035877,2481971
1035880,2556431
1035882,2630485
1035916,2484597
1035921,2543140
1035955,2479852
1035958,2528253
